topic,is_correct_base,is_correct_unlearned,distance,n_questions,accuracy_delta
List of recipients of the Bravery Medal (Australia),0.6,0.6,75,5,0.0
List of recently extinct insects,0.8,0.8,91,20,0.0
List of recently extinct arthropods,0.6,0.6,84,25,0.0
List of real-time strategy video games,0.8,0.8,62,10,0.0
List of psychoactive drugs used by militaries,0.6,0.6,47,5,0.0
List of reagent testing color charts,1.0,1.0,75,30,0.0
List of rail accidents (2000–2009),0.6,0.6,36,5,0.0
List of raids,0.8,0.8,58,5,0.0
C data types,0.6,0.6,34,10,0.0
"List of psychoactive plants, fungi, and animals",1.0,1.0,59,20,0.0
List of psychoactive plants,0.8,0.8,63,20,0.0
List of lymph nodes of the human body,0.8,0.8,94,5,0.0
List of lists of lists,0.6,0.6,60,60,0.0
Calcareous,0.8,0.8,100,5,0.0
List of deadly fungus species,1.0,1.0,65,5,0.0
List of echinoderm orders,0.8,0.8,82,10,0.0
List of doping cases in sport (D),0.6,0.6,24,5,0.0
List of doping cases in sport (A),0.8,0.8,34,5,0.0
COVID-19 pandemic in New York (state),0.6,0.6,64,5,0.0
List of diseases (H),0.6,0.6,35,60,0.0
COVID-19 protests in the United Kingdom,0.8,0.8,97,5,0.0
List of dinosaurs and other Mesozoic reptiles of New Zealand,0.6,0.6,86,5,0.0
List of dinosaur specimens with preserved soft tissue,0.6,0.6,12,15,0.0
List of dinosaur specimens with nicknames,0.8,0.8,82,5,0.0
List of digital preservation initiatives,0.6,0.6,67,15,0.0
List of designer drugs,1.0,1.0,99,5,0.0
List of designated terrorist groups,0.6,0.6,46,5,0.0
List of dental abnormalities associated with cutaneous conditions,1.0,1.0,8,10,0.0
COVID-19 vaccination in Canada,0.6,0.6,14,5,0.0
List of deaths from drug overdose and intoxication,0.6,0.6,24,5,0.0
List of electric aircraft,0.6,0.6,93,5,0.0
List of electromagnetism equations,0.8,0.8,34,5,0.0
List of electronics brands,1.0,1.0,38,5,0.0
List of equipment of the Republic of Singapore Navy,0.6,0.6,47,5,0.0
List of estrogen esters,0.8,0.8,21,5,0.0
List of equipment used by Russian people's militias in Ukraine,0.8,0.8,65,5,0.0
List of equipment of the United States Coast Guard,0.6,0.6,24,5,0.0
List of equipment of the Turkish Land Forces,0.6,0.6,42,10,0.0
List of equipment of the Russian Ground Forces,0.6,0.6,28,15,0.0
List of equipment of the Royal Malaysian Air Force,0.8,0.8,74,5,0.0
List of equipment of the Republic of Korea Armed Forces,0.6,0.6,39,30,0.0
List of encyclopedias by date,0.8,0.8,22,25,0.0
List of equipment of the Mongolian Armed Forces,0.8,0.8,83,5,0.0
List of equipment of the Armenian Armed Forces,1.0,1.0,72,15,0.0
List of environmental websites,0.6,0.6,24,5,0.0
List of environmental issues,1.0,1.0,21,5,0.0
List of endemic mammals of Sri Lanka,0.6,0.6,62,5,0.0
List of endemic birds of Hawaii,0.6,0.6,59,5,0.0
CRISPR gene editing,0.8,0.8,0,5,0.0
List of days of the year,0.8,0.8,14,5,0.0
List of examples of convergent evolution,0.8,0.8,62,15,0.0
List of data structures,1.0,1.0,30,10,0.0
List of common household pests,0.6,0.6,75,5,0.0
List of combat shotguns,1.0,1.0,7,5,0.0
List of collectables,1.0,1.0,15,5,0.0
List of coasts of Florida,0.6,0.6,27,5,0.0
List of cloud types,0.8,0.8,32,5,0.0
List of classical abbreviations,1.0,1.0,20,175,0.0
List of chemical compounds in coffee,0.8,0.8,17,65,0.0
List of chairs,1.0,1.0,20,30,0.0
List of causes of death by rate,0.6,0.6,84,5,0.0
List of cathedrals in Japan,0.8,0.8,17,5,0.0
List of cat body-type mutations,0.8,0.8,73,15,0.0
List of carnivorous plants,0.6,0.6,97,10,0.0
Cal (command),0.6,0.6,82,10,0.0
List of cannabis seizures,1.0,1.0,66,15,0.0
List of cameras which provide geotagging,0.8,0.8,78,5,0.0
List of common physics notations,1.0,1.0,14,55,0.0
List of commonly misused English words,0.8,0.8,59,5,0.0
List of commonly used taxonomic affixes,0.8,0.8,39,20,0.0
List of crewed spacecraft,0.8,0.8,80,5,0.0
List of daimyōs from the Sengoku period,0.6,0.6,49,5,0.0
List of current equipment of the Chilean Army,0.8,0.8,26,5,0.0
List of culinary nuts,0.8,0.8,8,115,0.0
List of critically endangered birds,0.8,0.8,74,10,0.0
CSRP3,0.6,0.6,70,20,0.0
List of crimes involving a silicone mask,0.6,0.6,34,5,0.0
List of countries that have gained independence from the United Kingdom,0.8,0.8,75,5,0.0
List of complexity classes,0.8,0.8,17,10,0.0
List of countries by ethnic groups,0.8,0.8,10,5,0.0
CYP1A2,0.8,0.8,97,20,0.0
List of cooking techniques,1.0,1.0,48,5,0.0
List of concept- and mind-mapping software,0.8,0.8,94,15,0.0
List of computer magazines,0.6,0.6,66,5,0.0
List of compositions by Mikhail Glinka,0.6,0.6,84,5,0.0
List of ethnic cleansing campaigns,0.8,0.8,20,5,0.0
List of experimental errors and frauds in physics,0.6,0.6,37,25,0.0
CDKL5,0.8,0.8,53,10,0.0
List of home computers,0.8,0.8,32,5,0.0
CLOCK,1.0,1.0,62,30,0.0
List of interface bit rates,0.8,0.8,89,5,0.0
List of integrals of inverse hyperbolic functions,0.8,0.8,37,5,0.0
List of integer sequences,0.8,0.8,80,40,0.0
List of inhabited islands of Croatia,1.0,1.0,30,15,0.0
List of industrial music labels,0.6,0.6,62,5,0.0
List of incomplete or partially lost films,0.8,0.8,80,5,0.0
List of immune cells,1.0,1.0,20,10,0.0
List of ideological symbols,1.0,1.0,41,5,0.0
List of hypothetical technologies,1.0,1.0,60,5,0.0
List of hydrogen internal combustion engine vehicles,0.8,0.8,16,10,0.0
List of humorous units of measurement,1.0,1.0,42,5,0.0
CORE (research service),0.6,0.6,99,25,0.0
List of human evolution fossils,0.8,0.8,89,20,0.0
List of human anatomical regions,0.6,0.6,99,5,0.0
CJK Unified Ideographs Extension H,0.6,0.6,39,30,0.0
List of inventions named after people,0.6,0.6,99,5,0.0
List of islands in the Indian Ocean,0.8,0.8,92,10,0.0
List of laws,0.6,0.6,86,5,0.0
List of light novels,0.6,0.6,62,5,0.0
List of libraries in the ancient world,0.6,0.6,81,20,0.0
List of legal abbreviations,0.6,0.6,87,10,0.0
List of least concern mammals,0.6,0.6,32,5,0.0
List of least concern birds,0.6,0.6,23,5,0.0
List of least concern arthropods,0.8,0.8,60,5,0.0
List of largest libraries,0.6,0.6,90,5,0.0
List of kanji radicals by frequency,0.6,0.6,29,120,0.0
List of language names,1.0,1.0,77,5,0.0
List of lands at Universal theme parks,0.6,0.6,54,5,0.0
List of land vehicles of the United States Armed Forces,0.8,0.8,96,20,0.0
CHEK1,0.6,0.6,41,30,0.0
List of known legal cases involving super-injunctions,0.8,0.8,18,5,0.0
List of kanji radicals by stroke count,0.6,0.6,67,15,0.0
List of hospitals in Germany,1.0,1.0,59,5,0.0
List of highways numbered 1,0.8,0.8,77,5,0.0
List of extinct baronetcies,0.6,0.6,67,10,0.0
List of highly toxic gases,0.6,0.6,48,5,0.0
List of food contamination incidents,0.6,0.6,16,40,0.0
List of food and beverage museums,0.8,0.8,15,5,0.0
List of flying mythological creatures,0.6,0.6,23,15,0.0
COVID-19 lockdown in the United Kingdom,0.6,0.6,26,10,0.0
List of firefighting films,0.8,0.8,82,5,0.0
List of fictional spacecraft,1.0,1.0,86,5,0.0
"List of fictional elements, materials, isotopes and subatomic particles",0.8,0.8,31,5,0.0
List of fictional dogs in animated television,0.8,0.8,88,5,0.0
List of fictional child prodigies,1.0,1.0,58,5,0.0
List of fern families,1.0,1.0,65,5,0.0
List of fen plants,0.8,0.8,39,5,0.0
List of fatal dog attacks,0.6,0.6,91,15,0.0
List of family seats of English nobility,0.8,0.8,89,5,0.0
List of extinct languages and dialects of Europe,0.6,0.6,19,5,0.0
List of extinct bird species since 1500,0.6,0.6,41,5,0.0
List of food safety organisations,0.8,0.8,94,5,0.0
List of foods by protein content,0.6,0.6,63,10,0.0
List of football clubs in England and Wales by year formed,0.8,0.8,40,5,0.0
List of future military aircraft of the United States,1.0,1.0,97,5,0.0
List of hexagrams of the I Ching,0.6,0.6,69,5,0.0
List of herbs with known adverse effects,1.0,1.0,15,5,0.0
List of hematologic conditions,0.6,0.6,51,5,0.0
List of god games,0.6,0.6,75,15,0.0
List of genetic disorders,0.8,0.8,63,15,0.0
List of garage rock bands,1.0,1.0,55,5,0.0
List of fossil pinnipedimorphs,0.6,0.6,22,60,0.0
List of forageable plants,0.8,0.8,27,10,0.0
List of fossil bird genera,0.6,0.6,47,5,0.0
List of former mosques in Spain,1.0,1.0,57,5,0.0
List of former equipment of the Iraqi Ground Forces,0.6,0.6,30,40,0.0
List of former equipment of the Finnish Army,0.6,0.6,93,5,0.0
List of former equipment of the Austrian Army,0.8,0.8,65,20,0.0
List of foramina of the human body,0.8,0.8,48,5,0.0
Castoreum,0.6,0.6,85,10,0.0
0.0.0.0,0.8,0.8,63,5,0.0
Interstitium,0.6,0.6,61,5,0.0
Child-resistant packaging,1.0,1.0,80,5,0.0
Kaguya (mouse),0.6,0.6,96,40,0.0
Kahr PM series,0.8,0.8,95,5,0.0
Cereulide,1.0,1.0,1,35,0.0
Kainate receptor,0.6,0.6,10,10,0.0
Intravenous sugar solution,0.8,0.8,89,5,0.0
Kaiten,0.6,0.6,8,10,0.0
Cheyne–Stokes respiration,1.0,1.0,24,5,0.0
Kalapuyan languages,0.6,0.6,89,5,0.0
Intrapleural pressure,0.8,0.8,61,10,0.0
Kamiyonanayo,0.8,0.8,76,5,0.0
Kampfgruppe,1.0,1.0,91,5,0.0
Intraosseous infusion,0.8,0.8,19,5,0.0
Chicago Tylenol murders,0.6,0.6,86,15,0.0
Intraocular hemorrhage,0.8,0.8,63,5,0.0
Cerebral perfusion pressure,0.6,0.6,22,5,0.0
Intradermal injection,1.0,1.0,94,5,0.0
Cerebral hemisphere,1.0,1.0,41,10,0.0
Kappa number,0.6,0.6,30,5,0.0
Cerebral circulation,0.8,0.8,2,5,0.0
Karplus equation,0.8,0.8,76,25,0.0
Kashin–Beck disease,0.6,0.6,38,5,0.0
Intracrine,0.6,0.6,50,10,0.0
Katakana (Unicode block),0.8,0.8,38,5,0.0
Katyn massacre,0.6,0.6,88,5,0.0
Intracranial hemorrhage,0.6,0.6,76,5,0.0
Intracerebroventricular injection,1.0,1.0,96,35,0.0
Cerebral atrophy,0.6,0.6,55,10,0.0
Ka/Ks ratio,0.6,0.6,26,175,0.0
KSTAM,0.8,0.8,94,5,0.0
Ceruloplasmin,1.0,1.0,45,35,0.0
Justinus Kerner,1.0,1.0,50,5,0.0
Journal,1.0,1.0,73,5,0.0
Journal club,0.8,0.8,29,5,0.0
Journal of Medical Virology,0.6,0.6,86,10,0.0
Judge Rotenberg Center,0.6,0.6,89,10,0.0
Juice vesicles,0.6,0.6,72,5,0.0
Julidochromis,0.8,0.8,86,30,0.0
June 2013 Shanshan riots,0.8,0.8,79,15,0.0
June 2017 Jerusalem attack,0.8,0.8,41,5,0.0
June 2024 Second Thomas Shoal incident,0.6,0.6,20,5,0.0
Introgression,0.6,0.6,49,30,0.0
Juniperus virginiana,0.8,0.8,11,5,0.0
Junk fax,1.0,1.0,12,5,0.0
Cf.,0.6,0.6,85,10,0.0
Cetirizine,0.6,0.6,65,5,0.0
K-1000 battleship,0.6,0.6,27,10,0.0
K-152 Nerpa accident,0.8,0.8,55,10,0.0
K-factor (marketing),0.8,0.8,31,25,0.0
Lek paradox,0.6,0.6,81,5,0.0
Chevron plot,0.6,0.6,59,65,0.0
Intrinsic viscosity,0.8,0.8,60,5,0.0
K-medoids,0.6,0.6,43,30,0.0
K-mer,0.8,0.8,0,5,0.0
KAON,0.6,0.6,28,5,0.0
KDEL (amino acid sequence),1.0,1.0,61,230,0.0
KHAD-KGB campaign in Pakistan,0.8,0.8,58,5,0.0
KIT (gene),0.8,0.8,89,30,0.0
Intracellular receptor,0.8,0.8,23,5,0.0
Kavka's toxin puzzle,0.6,0.6,62,5,0.0
International identifier,0.6,0.6,16,5,0.0
Cerebral atherosclerosis,0.8,0.8,19,10,0.0
Cercozoa,0.8,0.8,96,25,0.0
Kil'ayim (tractate),0.6,0.6,74,5,0.0
Kill Switch (The X-Files),0.6,0.6,7,5,0.0
Internet safety,1.0,1.0,61,5,0.0
Kill game,0.8,0.8,6,5,0.0
Kill switch (synthetic biology),0.8,0.8,0,5,0.0
Kille (card game),0.6,0.6,89,5,0.0
Internet checksum,0.6,0.6,27,10,0.0
Internet censorship circumvention,1.0,1.0,9,15,0.0
Killer application,0.6,0.6,59,5,0.0
Killer robot,0.8,0.8,74,5,0.0
Killian documents authenticity issues,0.6,0.6,52,10,0.0
Killing jar,0.8,0.8,30,15,0.0
Internet censorship and surveillance in Europe,0.6,0.6,26,5,0.0
Internet Printing Protocol,0.6,0.6,29,5,0.0
Ceratopogonidae,0.6,0.6,30,5,0.0
Kinase,0.8,0.8,6,5,0.0
Kinetic proofreading,0.6,0.6,100,90,0.0
Ceratobasidium,0.6,0.6,74,20,0.0
Kinetoplast,0.6,0.6,40,20,0.0
Kingella kingae,0.6,0.6,52,30,0.0
Kipp's apparatus,0.8,0.8,91,5,0.0
Kite control systems,0.8,0.8,81,5,0.0
Kiwa (crustacean),1.0,1.0,74,10,0.0
Internet Group Management Protocol,0.8,0.8,32,5,0.0
Klarisa Rikova,0.6,0.6,71,10,0.0
Klazomania,0.6,0.6,79,10,0.0
Kikoe-ōgimi,1.0,1.0,25,5,0.0
Interrogative,0.6,0.6,30,20,0.0
Kidney disease,1.0,1.0,101,5,0.0
Kernel embedding of distributions,1.0,1.0,45,20,0.0
Keloid,0.8,0.8,75,5,0.0
Kemron,1.0,1.0,19,5,0.0
Intestinal permeability,1.0,1.0,18,5,0.0
Kendall's notation,1.0,1.0,68,5,0.0
Cerebral arteriovenous malformation,0.8,0.8,89,10,0.0
Chimera (genetics),0.8,0.8,67,20,0.0
Keratin,0.8,0.8,25,15,0.0
Chimera (paleontology),0.6,0.6,4,10,0.0
Keratin 6A,0.6,0.6,62,40,0.0
Keratoconus,0.6,0.6,9,5,0.0
Interval tree,0.8,0.8,43,5,0.0
Kermit (protocol),0.6,0.6,28,5,0.0
Ketene cycloaddition,0.8,0.8,16,5,0.0
KiSAO,0.8,0.8,77,25,0.0
Ketolysis,0.8,0.8,80,5,0.0
Cerebellar ataxia,1.0,1.0,97,5,0.0
Ketotifen,0.8,0.8,66,10,0.0
Isoarborinol,0.6,0.6,83,35,0.0
Chimera virus,0.5,0.5,0,4,0.0
Key–value database,1.0,1.0,65,40,0.0
Khalaj language,0.6,0.6,62,10,0.0
Cercus,0.8,0.8,57,5,0.0
Interrupt vector table,0.6,0.6,52,5,0.0
Khintchine inequality,0.8,0.8,42,5,0.0
Khiva,0.8,0.8,30,5,0.0
Ki-67 (protein),0.6,0.6,77,20,0.0
Jour J (comics),0.8,0.8,39,5,0.0
Joubert syndrome,0.8,0.8,83,5,0.0
Jordi Casals i Ariet,0.6,0.6,81,5,0.0
Chancre,1.0,1.0,31,5,0.0
Chemical burn,1.0,1.0,60,5,0.0
JAK-STAT pathway,0.6,0.6,0,5,0.0
JAMRS,0.8,0.8,70,15,0.0
Chemoreceptor,1.0,1.0,71,15,0.0
Chemotaxis,0.8,0.8,81,5,0.0
JASP,1.0,1.0,9,10,0.0
Chemotherapy-induced nausea and vomiting,1.0,1.0,20,30,0.0
JCUKEN,0.8,0.8,45,10,0.0
Iran and the Russian invasion of Ukraine,0.6,0.6,65,10,0.0
JJC8-016,0.6,0.6,37,45,0.0
JME Molecule Editor,0.6,0.6,92,10,0.0
JNR Class ED75,0.6,0.6,49,5,0.0
JPEG File Interchange Format,0.6,0.6,96,15,0.0
JS Bungo,0.6,0.6,83,5,0.0
Ira Mellman,0.8,0.8,87,5,0.0
Ionotropic glutamate receptor,1.0,1.0,62,10,0.0
JSON Feed,0.8,0.8,90,5,0.0
JUPITER trial,0.6,0.6,66,5,0.0
Jabiru codorensis,0.6,0.6,70,5,0.0
Jacalin,0.6,0.6,31,220,0.0
Jaccard index,0.6,0.6,93,5,0.0
Jack H. Harris,0.8,0.8,14,5,0.0
Jaffa Road bus bombings,0.6,0.6,51,5,0.0
Jahwist,1.0,1.0,95,5,0.0
Jakobid,0.6,0.6,57,5,0.0
James Phipps,0.6,0.6,17,10,0.0
James Robins,0.6,0.6,96,5,0.0
Iris subg. Iris,0.8,0.8,65,10,0.0
Chemical equation,1.0,1.0,98,5,0.0
Chemical nomenclature,0.6,0.6,51,10,0.0
Isopeptide bond,0.8,0.8,59,5,0.0
Isocyanide,0.8,0.8,50,15,0.0
Isoelectric focusing,1.0,1.0,85,20,0.0
Isoflavone,0.6,0.6,59,10,0.0
Ischemic colitis,0.8,0.8,73,5,0.0
Isoleucine,0.6,0.6,15,5,0.0
Isabella Psalter,1.0,1.0,95,5,0.0
Irreversible electroporation,1.0,1.0,1,15,0.0
Isomap,0.8,0.8,59,15,0.0
Isomorphous replacement,0.8,0.8,81,105,0.0
Isopentenyl pyrophosphate,0.6,0.6,79,10,0.0
Iron supplement,0.8,0.8,85,5,0.0
Iron preparation,0.8,0.8,37,5,0.0
Chemical weapon,0.6,0.6,27,15,0.0
Ivan Sirko,0.8,0.8,26,5,0.0
Isostere,0.6,0.6,92,5,0.0
Iron polymaltose,0.6,0.6,53,5,0.0
Isotopes of tennessine,0.6,0.6,64,10,0.0
Chemophobia,0.6,0.6,35,40,0.0
Iron oxide nanoparticle,0.6,0.6,96,5,0.0
Chemical similarity,0.8,0.8,12,245,0.0
Iron in biology,0.8,0.8,82,40,0.0
Iron Guard death squads,0.6,0.6,90,5,0.0
Israel and weapons of mass destruction,0.6,0.6,72,5,0.0
Israeli razing of cemeteries and necroviolence against Palestinians,0.6,0.6,32,45,0.0
Issues relating to social networking services,0.6,0.6,41,5,0.0
Ivan Harris,0.8,0.8,61,5,0.0
Ion transporter,0.6,0.6,100,20,0.0
Janssen Vaccines,0.6,0.6,62,5,0.0
Ion speciation,1.0,1.0,92,10,0.0
Joad,0.8,0.8,47,5,0.0
Jehoiachin's Rations Tablets,0.6,0.6,36,10,0.0
Jehovah's Witnesses congregational discipline,1.0,1.0,66,5,0.0
Jejunoileal bypass,0.8,0.8,50,5,0.0
Jennifer Doudna,0.6,0.6,44,5,0.0
Jess (programming language),0.8,0.8,38,5,0.0
Jesse Gelsinger,0.8,0.8,12,10,0.0
Jewish deportees from Norway during World War II,0.8,0.8,34,10,0.0
Inverted pyramid (journalism),1.0,1.0,11,5,0.0
Jewish ghettos established by Nazi Germany,1.0,1.0,69,5,0.0
Jewish skull collection,0.6,0.6,57,5,0.0
Jewish views on suicide,0.8,0.8,46,10,0.0
Inverted index,0.8,0.8,19,350,0.0
Chart pattern,1.0,1.0,71,5,0.0
Inverted terminal repeat,0.6,0.6,0,5,0.0
Jod-Basedow phenomenon,0.8,0.8,36,5,0.0
Cherry eye,0.8,0.8,93,5,0.0
Invertase,0.8,0.8,57,15,0.0
Joe Frank Harris,0.8,0.8,47,5,0.0
Joel Chandler Harris,0.6,0.6,82,5,0.0
Charcot–Wilbrand syndrome,0.6,0.6,47,10,0.0
Chantelise – A Tale of Two Sisters,0.8,0.8,62,5,0.0
Johnson (given name),0.8,0.8,64,5,0.0
Johnson's algorithm,0.8,0.8,93,5,0.0
Joint Polarization Experiment,0.6,0.6,73,5,0.0
Inulin,1.0,1.0,79,5,0.0
Joint Tactical Radio System,0.6,0.6,19,5,0.0
Jean Beguin,0.6,0.6,22,5,0.0
Cheating in online games,0.6,0.6,36,5,0.0
Ion semiconductor sequencing,0.6,0.6,24,125,0.0
Japanese clans,0.8,0.8,40,5,0.0
Ion channel hypothesis of Alzheimer's disease,1.0,1.0,83,10,0.0
Chemoton,0.8,0.8,101,15,0.0
January 2015 Île-de-France attacks,0.6,0.6,77,5,0.0
Janus kinase 2,0.8,0.8,39,90,0.0
Janus kinase inhibitor,0.8,0.8,3,20,0.0
Japan Heritage,0.6,0.6,39,25,0.0
Iodomethane,0.6,0.6,18,15,0.0
Japan Trench,0.6,0.6,87,5,0.0
Japan and the Holocaust,0.8,0.8,60,5,0.0
Japanese Village (Dugway Proving Ground),0.6,0.6,20,5,0.0
Japanese battleship Tosa,0.6,0.6,100,5,0.0
Japanese biological warfare,0.8,0.8,0,5,0.0
Iodoform,0.6,0.6,89,5,0.0
Invitrogen,0.8,0.8,59,15,0.0
Iodine in biology,0.6,0.6,80,25,0.0
Japanese input method,0.6,0.6,41,5,0.0
Japanese language in EBCDIC,0.8,0.8,79,35,0.0
Japanese people in Hong Kong,0.8,0.8,93,5,0.0
Cherimoya,0.6,0.6,88,5,0.0
Japanese prisoners of war in World War II,0.6,0.6,55,5,0.0
Japanese swordsmithing,0.6,0.6,76,5,0.0
Jargon File,0.6,0.6,56,15,0.0
Chelev,0.8,0.8,37,5,0.0
Cheese fly,0.8,0.8,83,5,0.0
Java arquebus,0.6,0.6,62,5,0.0
Javan spitting cobra,0.6,0.6,19,10,0.0
Centronuclear myopathy,0.8,0.8,61,10,0.0
Isocitric acid,0.6,0.6,78,5,0.0
Interbreeding between archaic and modern humans,1.0,1.0,84,5,0.0
Lactoylglutathione lyase,1.0,1.0,82,20,0.0
Interleukin 23 subunit alpha,1.0,1.0,28,50,0.0
Lactobacillus gasseri,0.8,0.8,88,10,0.0
Chinese character encoding,0.6,0.6,99,5,0.0
Lead mining in Scotland,0.6,0.6,91,5,0.0
Laxative,1.0,1.0,95,5,0.0
Lawrence Weed,0.8,0.8,94,5,0.0
Law of thought,1.0,1.0,19,5,0.0
Law of primacy in persuasion,0.6,0.6,87,5,0.0
Lactococcus virus P008,0.8,0.8,74,65,0.0
Categorical logic,0.6,0.6,50,10,0.0
Lactuca serriola,1.0,1.0,101,5,0.0
Laboratory equipment,0.8,0.8,0,5,0.0
Launch window,0.8,0.8,13,5,0.0
Lag (video games),0.8,0.8,23,5,0.0
Chironomidae,0.6,0.6,65,5,0.0
Lattice problem,1.0,1.0,98,5,0.0
Intergovernmental Science-Policy Platform on Biodiversity and Ecosystem Services,0.8,0.8,63,5,0.0
Interferon type I,0.8,0.8,88,240,0.0
Integrated Taxonomic Information System,0.6,0.6,69,5,0.0
Lagerstätte,0.8,0.8,61,10,0.0
Lattice degeneration,0.8,0.8,26,5,0.0
Lake ecosystem,0.8,0.8,90,5,0.0
Leakage (machine learning),1.0,1.0,61,5,0.0
Lactobacillus delbrueckii subsp. bulgaricus,0.6,0.6,45,30,0.0
Lactobacillus crispatus,0.6,0.6,71,120,0.0
Cefuroxime,1.0,1.0,98,5,0.0
Lacrimal apparatus,0.8,0.8,64,5,0.0
Lacrimal punctum,0.8,0.8,63,5,0.0
International Commission on Stratigraphy,0.6,0.6,47,10,0.0
Lactarius,0.8,0.8,60,5,0.0
Catecholamine,0.8,0.8,50,5,0.0
Lactarius deterrimus,0.6,0.6,57,5,0.0
Lactase,0.75,0.75,73,12,0.0
Lebrikizumab,0.6,0.6,20,10,0.0
ChinaAngVirus disinformation campaign,0.6,0.6,65,15,0.0
Lactase persistence,0.6,0.6,85,120,0.0
Cell damage,0.6,0.6,35,15,0.0
Laser coagulation,1.0,1.0,50,5,0.0
Learning to rank,0.8,0.8,32,125,0.0
Lacticaseibacillus casei,0.6,0.6,12,40,0.0
Internal capsule,0.8,0.8,72,10,0.0
Lacticaseibacillus paracasei,0.6,0.6,52,45,0.0
Integrated Automated Fingerprint Identification System,0.6,0.6,77,5,0.0
Cell culture,1.0,1.0,0,5,0.0
Interlocus sexual conflict,0.8,0.8,91,5,0.0
Lactiplantibacillus plantarum,0.6,0.6,27,205,0.0
Integrated Guided Missile Development Programme,0.6,0.6,43,5,0.0
Lakenheath-Bentwaters incident,0.6,0.6,45,5,0.0
Lamb-Shaffer syndrome,0.6,0.6,62,5,0.0
Lamellar bodies,0.8,0.8,23,5,0.0
Language shift,0.6,0.6,36,5,0.0
Lanonia,0.6,0.6,58,5,0.0
Chlorate,0.6,0.6,49,5,0.0
Caviomorpha,0.6,0.6,66,5,0.0
Laplace expansion,0.6,0.6,94,10,0.0
Laplace's approximation,0.6,0.6,100,5,0.0
Latent homosexuality,0.8,0.8,30,5,0.0
Large numbers,0.6,0.6,88,5,0.0
Causes of cancer,0.8,0.8,55,10,0.0
Latency (engineering),0.6,0.6,8,5,0.0
Latency (audio),0.6,0.6,16,10,0.0
Last of the Curlews,0.8,0.8,93,30,0.0
Largest prehistoric animals,0.6,0.6,87,5,0.0
Intelligent Platform Management Interface,1.0,1.0,76,5,0.0
Larry Griffin,0.6,0.6,41,5,0.0
Intepirdine,0.6,0.6,53,5,0.0
Interactive evolutionary computation,0.8,0.8,18,5,0.0
Larry Levine,0.8,0.8,36,5,0.0
Cave of septum pellucidum,0.8,0.8,100,5,0.0
Interaction (statistics),1.0,1.0,22,10,0.0
Causes of schizophrenia,0.8,0.8,34,30,0.0
Interaction information,0.6,0.6,34,25,0.0
Languages of Japan,0.6,0.6,86,5,0.0
Langmuir adsorption model,1.0,1.0,59,10,0.0
Lamin,0.8,0.8,49,30,0.0
Latent space,1.0,1.0,84,35,0.0
Integrin,1.0,1.0,61,70,0.0
Integrin alpha M,0.8,0.8,36,25,0.0
Intercalation (biochemistry),0.8,0.8,81,10,0.0
Category (mathematics),1.0,1.0,77,5,0.0
Laminin,0.6,0.6,94,45,0.0
Catholic Church in Japan,1.0,1.0,67,5,0.0
Centrifugation,0.8,0.8,48,5,0.0
"Laminin, beta 1",0.8,0.8,86,40,0.0
"Laminin, beta 2",0.8,0.8,66,35,0.0
Latin hypercube sampling,0.6,0.6,90,5,0.0
Chloride,0.8,0.8,63,10,0.0
Lathyrism,0.8,0.8,62,10,0.0
Cattle feeding,0.8,0.8,1,5,0.0
Lateral earth pressure,0.6,0.6,75,5,0.0
Cefazolin,0.8,0.8,64,5,0.0
Chives,0.8,0.8,59,5,0.0
Lampbrush chromosome,0.8,0.8,12,80,0.0
Lancelet,0.6,0.6,37,20,0.0
Lancet MMR autism fraud,0.8,0.8,66,65,0.0
Land cover maps,0.6,0.6,62,10,0.0
Cefadroxil,0.6,0.6,71,5,0.0
Lacosamide,0.6,0.6,74,10,0.0
Lactic acid fermentation,0.8,0.8,97,10,0.0
Lector (software),0.6,0.6,97,10,0.0
Cell transfection,0.8,0.8,0,5,0.0
International Standard Recording Code,0.6,0.6,62,5,0.0
International Standard Name Identifier,0.6,0.6,53,15,0.0
Kosaraju's algorithm,0.8,0.8,43,10,0.0
Kosher animals,0.6,0.6,19,5,0.0
Cell-mediated immunity,0.8,0.8,30,10,0.0
Insertion (genetics),0.8,0.8,39,40,0.0
International Standard Bibliographic Description,0.8,0.8,74,10,0.0
Kramatorsk railway station attack,0.6,0.6,64,15,0.0
Krill fishery,0.6,0.6,47,15,0.0
Catalysis,0.8,0.8,16,5,0.0
Kwashiorkor,0.8,0.8,30,20,0.0
LD 350-1,0.6,0.6,97,80,0.0
Kytococcus sedentarius,0.6,0.6,98,35,0.0
