topic,is_correct_base,is_correct_unlearned,distance,n_questions,accuracy_delta
Hosta 'Undulata',0.6,0.6,37,10,0.0
List of optimization software,0.6,0.6,59,10,0.0
Hughes–Stovin syndrome,0.6,0.6,25,15,0.0
Human feces,1.0,1.0,80,20,0.0
List of open file formats,1.0,1.0,90,5,0.0
Hugo López-Gatell Ramírez,1.0,1.0,71,5,0.0
List of onomatopoeias,0.8,0.8,18,5,0.0
List of omics topics in biology,1.0,1.0,42,75,0.0
List of oldest trees,1.0,1.0,36,115,0.0
Human Brain Project,0.6,0.6,53,5,0.0
List of numeral system topics,0.8,0.8,95,70,0.0
List of numbers in Hindu scriptures,0.8,0.8,24,5,0.0
Human disease network,1.0,1.0,93,65,0.0
Human fat,0.6,0.6,24,5,0.0
Immunoassay,1.0,1.0,71,5,0.0
Leukodystrophy,0.6,0.6,79,15,0.0
Index of physics articles (!$@),0.8,0.8,21,60,0.0
List of data structures,1.0,1.0,30,10,0.0
List of daimyōs from the Sengoku period,0.6,0.6,49,5,0.0
Index of Windows games (E),0.6,0.6,21,50,0.0
List of extinct baronetcies,0.6,0.6,67,10,0.0
Index of Windows games (P),1.0,1.0,66,51,0.0
Information science,1.0,1.0,64,5,0.0
Information history,0.6,0.6,55,20,0.0
Index of Windows games (S),0.6,0.6,74,85,0.0
Index of Windows games (W),0.6666666666666666,0.6666666666666666,65,51,0.0
Index of Greenland-related articles,1.0,1.0,95,10,0.0
Index of biology articles,0.8,0.8,21,5,0.0
List of days of the year,0.8,0.8,14,5,0.0
List of experimental errors and frauds in physics,0.6,0.6,37,25,0.0
Index of fashion articles,0.8,0.8,89,30,0.0
Index of gardening articles,0.6,0.6,51,5,0.0
Information gain (decision tree),0.6,0.6,2,10,0.0
List of dental abnormalities associated with cutaneous conditions,1.0,1.0,8,10,0.0
Index of Windows games (B),0.8,0.8,67,85,0.0
List of family seats of English nobility,0.8,0.8,89,5,0.0
Information (disambiguation),0.8,0.8,20,50,0.0
List of critically endangered birds,0.8,0.8,74,10,0.0
List of fictional child prodigies,1.0,1.0,58,5,0.0
Index (publishing),1.0,1.0,64,5,0.0
Index notation,0.8,0.8,26,20,0.0
Industrial applications of nanotechnology,0.6,0.6,87,5,0.0
List of crimes involving a silicone mask,0.6,0.6,34,5,0.0
Index of DOS games,1.0,1.0,91,10,0.0
Information seeking,0.6,0.6,89,85,0.0
Index of DOS games (D),0.75,0.75,38,8,0.0
Index of DOS games (W),1.0,1.0,13,12,0.0
List of fern families,1.0,1.0,65,5,0.0
List of feeding behaviours,0.8,0.8,9,5,0.0
List of fatal dog attacks,0.6,0.6,91,15,0.0
List of current equipment of the Chilean Army,0.8,0.8,26,5,0.0
Index of DOS games (H),0.8,0.8,12,30,0.0
Index of DOS games (M),0.8,0.8,53,30,0.0
Index of DOS games (V),0.5,0.5,99,28,0.0
List of ethnic cleansing campaigns,0.8,0.8,20,5,0.0
List of designer drugs,1.0,1.0,99,5,0.0
"List of fictional elements, materials, isotopes and subatomic particles",0.8,0.8,31,5,0.0
Indolent lymphoma,0.8,0.8,77,10,0.0
Indicator organism,0.6,0.6,7,30,0.0
Infective endocarditis,0.6,0.6,52,5,0.0
Indigitamenta,1.0,1.0,21,5,0.0
List of electronics brands,1.0,1.0,38,5,0.0
Infectious diseases (medical specialty),0.6,0.6,86,10,0.0
Infectious disease,0.8,0.8,0,5,0.0
Indole test,0.6,0.6,73,10,0.0
Infant,0.8,0.8,11,5,0.0
List of encyclopedias by date,0.8,0.8,22,25,0.0
Inertial confinement fusion,0.6,0.6,45,5,0.0
List of electric aircraft,0.6,0.6,93,5,0.0
Industrial revolutions,1.0,1.0,63,15,0.0
List of dopaminergic drugs,0.8,0.8,54,10,0.0
List of doping cases in sport (D),0.6,0.6,24,5,0.0
List of doping cases in sport (A),0.8,0.8,34,5,0.0
Indoxyl sulfate,0.8,0.8,45,5,0.0
List of diseases (P),0.8,0.8,17,5,0.0
Infectobesity,1.0,1.0,71,100,0.0
List of estrogen esters,0.8,0.8,21,5,0.0
Indexed file,1.0,1.0,72,40,0.0
Inflammasome,0.8,0.8,77,50,0.0
List of equipment of the Armenian Armed Forces,1.0,1.0,72,15,0.0
List of epidemics and pandemics,0.8,0.8,33,30,0.0
List of enzymes,0.8,0.8,59,5,0.0
Index of physics articles (A),1.0,1.0,83,34,0.0
Index of physics articles (C),1.0,1.0,50,90,0.0
Indexed Database API,0.6,0.6,98,5,0.0
Infinitesimal rotation matrix,0.8,0.8,74,5,0.0
Indicator bacteria,0.8,0.8,11,60,0.0
India and weapons of mass destruction,0.8,0.8,53,5,0.0
List of environmental websites,0.6,0.6,24,5,0.0
Infiltration (medical),1.0,1.0,89,5,0.0
List of disabled human pseudogenes,0.6,0.6,48,75,0.0
List of environmental issues,1.0,1.0,21,5,0.0
List of endemic mammals of Sri Lanka,0.6,0.6,62,5,0.0
List of diseases (H),0.6,0.6,35,60,0.0
List of fictional dogs in animated television,0.8,0.8,88,5,0.0
Industrial Internet Consortium,0.8,0.8,91,5,0.0
Independence of clones criterion,0.8,0.8,34,15,0.0
Injection (medicine),0.8,0.8,88,5,0.0
List of genetic disorders,0.8,0.8,63,15,0.0
List of garage rock bands,1.0,1.0,55,5,0.0
List of future military aircraft of the United States,1.0,1.0,97,5,0.0
List of complexity classes,0.8,0.8,17,10,0.0
Impact of the COVID-19 pandemic on cinema,0.8,0.8,41,10,0.0
List of fossil pinnipedimorphs,0.6,0.6,22,60,0.0
List of compositions by Mikhail Glinka,0.6,0.6,84,5,0.0
Impact of the COVID-19 pandemic on commercial air transport,0.6,0.6,77,5,0.0
List of herbs with known adverse effects,1.0,1.0,15,5,0.0
Impact of the COVID-19 pandemic on international relations,1.0,1.0,21,15,0.0
List of former equipment of the Iraqi Ground Forces,0.6,0.6,30,40,0.0
List of computer magazines,0.6,0.6,66,5,0.0
Impact of the COVID-19 pandemic on journalism,1.0,1.0,2,5,0.0
List of countries that have gained independence from the United Kingdom,0.8,0.8,75,5,0.0
Impact of the COVID-19 pandemic on the arts and cultural heritage,1.0,1.0,58,5,0.0
Initiative for Open Citations,0.8,0.8,76,55,0.0
List of herbivorous animals,0.6,0.6,81,20,0.0
Immunoscreening,0.6,0.6,98,80,0.0
List of former equipment of the Austrian Army,0.8,0.8,65,20,0.0
List of humorous units of measurement,1.0,1.0,42,5,0.0
List of immune cells,1.0,1.0,20,10,0.0
Inosine,0.8,0.8,31,95,0.0
Inosinate nucleosidase,0.8,0.8,25,5,0.0
List of ideological symbols,1.0,1.0,41,5,0.0
List of hydrogen internal combustion engine vehicles,0.8,0.8,16,10,0.0
Immunoediting,0.8,0.8,44,45,0.0
Immunofluorescence,1.0,1.0,0,5,0.0
Immunoglobulin class switching,0.6,0.6,24,40,0.0
Innate lymphoid cell,0.8,0.8,22,40,0.0
Immunoglobulin therapy,1.0,1.0,16,10,0.0
Inocybe geophylla,0.6,0.6,92,10,0.0
List of human disease case fatality rates,0.6,0.6,28,35,0.0
Inoculation,0.8,0.8,32,20,0.0
Immunohistochemistry,0.6,0.6,100,5,0.0
List of human anatomical regions,0.6,0.6,99,5,0.0
Immunophysics,0.8,0.8,92,10,0.0
Impact of the COVID-19 pandemic on the food industry,1.0,1.0,38,5,0.0
Impact of the COVID-19 pandemic on sports,0.6,0.6,61,5,0.0
Ingredients of cosmetics,1.0,1.0,52,5,0.0
Incomplete Cholesky factorization,0.8,0.8,62,5,0.0
Incidence (epidemiology),0.6,0.6,51,15,0.0
Incentive spirometer,0.8,0.8,55,5,0.0
Incisive papilla,1.0,1.0,91,5,0.0
List of concept- and mind-mapping software,0.8,0.8,94,15,0.0
List of cooking techniques,1.0,1.0,48,5,0.0
Inborn errors of metabolism,1.0,1.0,57,5,0.0
Inclusion (mineral),1.0,1.0,7,5,0.0
List of countries by ethnic groups,0.8,0.8,10,5,0.0
List of football clubs in England and Wales by year formed,0.8,0.8,40,5,0.0
Infrared window,1.0,1.0,24,5,0.0
Inclusion map,1.0,1.0,99,10,0.0
List of food and beverage museums,0.8,0.8,15,5,0.0
Inborn errors of carbohydrate metabolism,0.8,0.8,44,20,0.0
List of flying mythological creatures,0.6,0.6,23,15,0.0
Infrared thermometer,0.8,0.8,92,5,0.0
Inhaler,0.8,0.8,98,5,0.0
List of fictional spacecraft,1.0,1.0,86,5,0.0
In vitro (disambiguation),0.6,0.6,93,5,0.0
Incubator (culture),0.6,0.6,61,10,0.0
List of computer system emulators,0.8,0.8,79,5,0.0
In vitro to in vivo extrapolation,1.0,1.0,49,35,0.0
In-place matrix transposition,0.8,0.8,70,10,0.0
Infusion pump,0.6,0.6,69,5,0.0
List of city-building video games,0.8,1.0,49,10,-0.19999999999999996
Synaptic plasticity,0.8,1.0,99,10,-0.19999999999999996
Attention (machine learning),0.8,1.0,41,110,-0.19999999999999996
Yair (name),0.8,1.0,59,5,-0.19999999999999996
List of terms relating to algorithms and data structures,0.8,1.0,42,80,-0.19999999999999996
Chlamydia trachomatis,0.8,1.0,88,45,-0.19999999999999996
List of chemical compounds in coffee,0.8,1.0,17,65,-0.19999999999999996
Magnetic levitation,0.8,1.0,61,5,-0.19999999999999996
Aticaprant,0.8,1.0,37,10,-0.19999999999999996
Battle of Iwo Jima order of battle,0.8,1.0,30,5,-0.19999999999999996
Trypan blue,0.8,1.0,3,5,-0.19999999999999996
Artificial organ,0.8,1.0,98,5,-0.19999999999999996
List of types of equilibrium,0.8,1.0,26,20,-0.19999999999999996
List of sunbirds,0.8,1.0,85,5,-0.19999999999999996
Barometric formula,0.8,1.0,71,5,-0.19999999999999996
Basidiomycota,0.8,1.0,95,15,-0.19999999999999996
Structural analog,0.8,1.0,42,5,-0.19999999999999996
Article (publishing),0.8,1.0,43,5,-0.19999999999999996
Automatism (medicine),0.8,1.0,16,5,-0.19999999999999996
Assimilation (biology),0.8,1.0,88,10,-0.19999999999999996
Basophil,0.8,1.0,62,5,-0.19999999999999996
Autosadism,0.8,1.0,36,5,-0.19999999999999996
2023–24 Northern Premier League,0.8,1.0,24,10,-0.19999999999999996
2024–25 Premier Volleyball League All-Filipino Conference,0.8,1.0,71,10,-0.19999999999999996
Linear A (Unicode block),0.8,1.0,41,10,-0.19999999999999996
Trichuriasis,0.8,1.0,80,5,-0.19999999999999996
MRI contrast agent,0.8,1.0,3,5,-0.19999999999999996
Structure editor,0.8,1.0,13,5,-0.19999999999999996
Atropine poisoning,0.8,1.0,0,5,-0.19999999999999996
2007 pet food recalls,0.8,1.0,82,205,-0.19999999999999996
Lower respiratory tract infection,0.8,1.0,73,50,-0.19999999999999996
Cefotaxime,0.8,1.0,96,5,-0.19999999999999996
Lymphangitis,0.8,1.0,70,15,-0.19999999999999996
Allergic conjunctivitis,0.8,1.0,11,5,-0.19999999999999996
List of Schedule 2 substances (CWC),0.8,1.0,82,25,-0.19999999999999996
Lymphadenopathy,0.8,1.0,61,5,-0.19999999999999996
Locus (genetics),0.8,1.0,82,20,-0.19999999999999996
Varicella-zoster virus,0.8,1.0,0,5,-0.19999999999999996
Birt–Hogg–Dubé syndrome,0.8,1.0,68,10,-0.19999999999999996
Markov chain central limit theorem,0.8,1.0,96,25,-0.19999999999999996
List of food safety organisations,0.8,1.0,94,5,-0.19999999999999996
Terpenoid,0.8,1.0,45,5,-0.19999999999999996
Air mattress,0.8,1.0,92,5,-0.19999999999999996
List of fish families,0.8,1.0,78,5,-0.19999999999999996
Agricultural pollution,0.8,1.0,37,5,-0.19999999999999996
Antibiotic sensitivity testing,0.8,1.0,48,10,-0.19999999999999996
List of massacres in the Croatian War of Independence,0.8,1.0,37,5,-0.19999999999999996
List of Book of Mormon places,0.8,1.0,10,75,-0.19999999999999996
Biological system,0.8,1.0,99,5,-0.19999999999999996
Vasculitis,0.8,1.0,56,15,-0.19999999999999996
Anismus,0.8,1.0,83,15,-0.19999999999999996
Synonym (taxonomy),0.8,1.0,71,5,-0.19999999999999996
Angiotensin II receptor blocker,0.8,1.0,5,10,-0.19999999999999996
List of incomplete or partially lost films,0.8,1.0,80,5,-0.19999999999999996
List of Latin-script alphabets,0.8,1.0,17,10,-0.19999999999999996
Thiomersal and vaccines,0.8,1.0,99,35,-0.19999999999999996
Medical torture,0.8,1.0,96,5,-0.19999999999999996
Ventilator,0.8,1.0,43,10,-0.19999999999999996
Amine,0.8,1.0,96,5,-0.19999999999999996
Matrix (mathematics),0.8,1.0,86,5,-0.19999999999999996
List of PSPACE-complete problems,0.8,1.0,46,10,-0.19999999999999996
List of foramina of the human body,0.8,1.0,48,5,-0.19999999999999996
Lupinine,0.8,1.0,81,45,-0.19999999999999996
Blood type diet,0.8,1.0,31,10,-0.19999999999999996
Thymosin beta-4,0.8,1.0,52,30,-0.19999999999999996
Mary of Scotland (1082–1116),0.8,1.0,63,345,-0.19999999999999996
List of language families,0.8,1.0,70,10,-0.19999999999999996
Tertiary source,0.8,1.0,86,10,-0.19999999999999996
Alocasia odora,0.8,1.0,60,5,-0.19999999999999996
TaveRNA,0.8,1.0,8,25,-0.19999999999999996
Vagovagal reflex,0.8,1.0,82,5,-0.19999999999999996
Cancer immunology,0.8,1.0,29,15,-0.19999999999999996
Weapon of mass destruction,0.8,1.0,73,15,-0.19999999999999996
Methoxetamine,0.8,1.0,68,40,-0.19999999999999996
Management of strabismus,0.8,1.0,2,15,-0.19999999999999996
Berylliosis,0.8,1.0,74,10,-0.19999999999999996
MA plot,0.8,1.0,65,25,-0.19999999999999996
List update problem,0.8,1.0,57,50,-0.19999999999999996
Aciclovir,0.8,1.0,28,40,-0.19999999999999996
Aporphine,0.8,1.0,60,5,-0.19999999999999996
Applications of nanotechnology,0.8,1.0,86,10,-0.19999999999999996
Tollens' reagent,0.8,1.0,12,5,-0.19999999999999996
Aquarium filter,0.8,1.0,82,5,-0.19999999999999996
Transmissible spongiform encephalopathy,0.8,1.0,76,10,-0.19999999999999996
List of writing systems,0.8,1.0,58,5,-0.19999999999999996
List of electromagnetism equations,0.8,1.0,34,5,-0.19999999999999996
Synthetic drug,0.8,1.0,40,5,-0.19999999999999996
Transmission medium,0.8,1.0,61,5,-0.19999999999999996
Cefdinir,0.8,1.0,97,15,-0.19999999999999996
Active site,0.8,1.0,73,30,-0.19999999999999996
Methanogen,0.8,1.0,22,130,-0.19999999999999996
Casimir Funk,0.8,1.0,93,5,-0.19999999999999996
List of equipment of the Mongolian Armed Forces,0.8,1.0,83,5,-0.19999999999999996
List of airlines of Burkina Faso,0.8,1.0,72,165,-0.19999999999999996
List of alchemical substances,0.8,1.0,66,5,-0.19999999999999996
Cannabis tea,0.8,1.0,81,5,-0.19999999999999996
Mesenchymal stem cell,0.8,1.0,45,10,-0.19999999999999996
List of Archie Bunker's Place episodes,0.8,1.0,65,10,-0.19999999999999996
Metabolic disorder,0.8,1.0,22,15,-0.19999999999999996
Biocompatibility,0.8,1.0,97,100,-0.19999999999999996
Antisperm antibodies,0.8,1.0,21,5,-0.19999999999999996
Binary data,0.8,1.0,3,5,-0.19999999999999996
Liquid chromatography–mass spectrometry,0.8,1.0,73,5,-0.19999999999999996
List of alternative country names,0.8,1.0,85,5,-0.19999999999999996
Caret (proofreading),0.8,1.0,48,5,-0.19999999999999996
Bidirectional traffic,0.8,1.0,44,5,-0.19999999999999996
List of Latino Republicans,0.8,1.0,87,45,-0.19999999999999996
Acute hemolytic transfusion reaction,0.8,1.0,76,15,-0.19999999999999996
Tumor lysis syndrome,0.8,1.0,52,5,-0.19999999999999996
Soman,0.8,1.0,29,5,-0.19999999999999996
Genetic studies of Jews,0.8,1.0,51,15,-0.19999999999999996
Neuromorality,0.8,1.0,35,5,-0.19999999999999996
Senecio,0.8,1.0,88,5,-0.19999999999999996
Demographics of sexual orientation,0.8,1.0,75,5,-0.19999999999999996
Neostigmine,0.8,1.0,83,15,-0.19999999999999996
Gliadin,0.8,1.0,44,110,-0.19999999999999996
Glaucine,0.8,1.0,4,15,-0.19999999999999996
Designer drug,0.8,1.0,48,15,-0.19999999999999996
Jejunoileal bypass,0.8,1.0,50,5,-0.19999999999999996
Japanese language in EBCDIC,0.8,1.0,79,35,-0.19999999999999996
Paralytic shellfish poisoning,0.8,1.0,0,5,-0.19999999999999996
Giblets,0.8,1.0,88,5,-0.19999999999999996
Myeloperoxidase,0.8,1.0,82,20,-0.19999999999999996
Paraganglioma,0.8,1.0,65,5,-0.19999999999999996
Japan and the Holocaust,0.8,1.0,60,5,-0.19999999999999996
Protozoan infection,0.8,1.0,59,15,-0.19999999999999996
Imipenem,0.8,1.0,80,5,-0.19999999999999996
Palaeoptera,0.8,1.0,37,5,-0.19999999999999996
Discredited HIV/AIDS origins theories,0.8,1.0,70,75,-0.19999999999999996
Psychrometric constant,0.8,1.0,9,5,-0.19999999999999996
Immunomodulation,0.8,1.0,32,5,-0.19999999999999996
Dissection,0.8,1.0,30,5,-0.19999999999999996
Glossary of bird terms,0.8,1.0,49,5,-0.19999999999999996
Negativity bias,0.8,1.0,77,5,-0.19999999999999996
Negative frequency,0.8,1.0,52,10,-0.19999999999999996
Sequence alignment,0.8,1.0,80,315,-0.19999999999999996
Peristalsis,0.8,1.0,95,10,-0.19999999999999996
Human poisoning,0.8,1.0,0,5,-0.19999999999999996
Haematopoiesis,0.8,1.0,44,50,-0.19999999999999996
Kolmogorov structure function,0.8,1.0,82,15,-0.19999999999999996
Human trafficking in Japan,0.8,1.0,58,5,-0.19999999999999996
Human-readable medium and data,0.8,1.0,32,10,-0.19999999999999996
Siliceous ooze,0.8,1.0,47,10,-0.19999999999999996
NIH Public Access Policy,0.8,1.0,68,10,-0.19999999999999996
Grandmother hypothesis,0.8,1.0,38,10,-0.19999999999999996
Hyperspectral imaging,0.8,1.0,10,30,-0.19999999999999996
Cultural depictions of tuberculosis,0.8,1.0,10,5,-0.19999999999999996
Glycine encephalopathy,0.8,1.0,71,5,-0.19999999999999996
Hypertrophic scar,0.8,1.0,37,5,-0.19999999999999996
Hypha,0.8,1.0,92,5,-0.19999999999999996
Cytokine release syndrome,0.8,1.0,23,15,-0.19999999999999996
DNA-PKcs,0.8,1.0,51,25,-0.19999999999999996
Daily life of the Etruscans,0.8,1.0,32,5,-0.19999999999999996
Glossary of military abbreviations,0.8,1.0,72,20,-0.19999999999999996
K-nearest neighbors algorithm,0.8,1.0,23,5,-0.19999999999999996
Galton–Watson process,0.8,1.0,89,5,-0.19999999999999996
Nicotine,0.8,1.0,15,15,-0.19999999999999996
PDE4A,0.8,1.0,96,5,-0.19999999999999996
Octyl methoxycinnamate,0.8,1.0,85,5,-0.19999999999999996
Ramsay Hunt syndrome type 2,0.8,1.0,23,30,-0.19999999999999996
Environmental monitoring,0.8,1.0,95,5,-0.19999999999999996
Epidemic model,0.8,1.0,0,5,-0.19999999999999996
Rate–distortion theory,0.8,1.0,73,15,-0.19999999999999996
Ornithine,0.8,1.0,90,55,-0.19999999999999996
Indoor mold,0.8,1.0,2,5,-0.19999999999999996
Receptor (biochemistry),0.8,1.0,40,30,-0.19999999999999996
Intergovernmental Science-Policy Platform on Biodiversity and Ecosystem Services,0.8,1.0,63,5,-0.19999999999999996
Restrictive lung disease,0.8,1.0,12,10,-0.19999999999999996
Reconstituted meat,0.8,1.0,41,5,-0.19999999999999996
Infinitive,0.8,1.0,74,5,-0.19999999999999996
Rectal discharge,0.8,1.0,12,5,-0.19999999999999996
Information bottleneck method,0.8,1.0,85,20,-0.19999999999999996
Exosome (vesicle),0.8,1.0,60,90,-0.19999999999999996
Reservoir sampling,0.8,1.0,15,25,-0.19999999999999996
Reduction potential,0.8,1.0,66,5,-0.19999999999999996
Regorafenib,0.8,1.0,98,5,-0.19999999999999996
Evolution of human intelligence,0.8,1.0,56,5,-0.19999999999999996
Evolution of birds,0.8,1.0,77,10,-0.19999999999999996
International Standard Bibliographic Description,0.8,1.0,74,10,-0.19999999999999996
Internet Group Management Protocol,0.8,1.0,32,5,-0.19999999999999996
Impact of the COVID-19 pandemic on the video game industry,0.8,1.0,87,5,-0.19999999999999996
Fediverse,0.8,1.0,50,5,-0.19999999999999996
Imperforate anus,0.8,1.0,72,5,-0.19999999999999996
Nitrogen mustard,0.8,1.0,90,55,-0.19999999999999996
Isomap,0.8,1.0,59,15,-0.19999999999999996
SSM-N-9 Regulus II,0.8,1.0,66,5,-0.19999999999999996
SIMILE,0.8,1.0,63,40,-0.19999999999999996
EMF measurement,0.8,1.0,89,5,-0.19999999999999996
Oxygen saturation,0.8,1.0,4,5,-0.19999999999999996
Inclusion–exclusion principle,0.8,1.0,30,5,-0.19999999999999996
Question,0.8,1.0,41,10,-0.19999999999999996
Questioning (sexuality and gender),0.8,1.0,37,25,-0.19999999999999996
Nuclear bunker buster,0.8,1.0,57,5,-0.19999999999999996
Invertase,0.8,1.0,57,15,-0.19999999999999996
Electromagnetic shielding,0.8,1.0,39,5,-0.19999999999999996
Fibrous protein,0.8,1.0,41,25,-0.19999999999999996
Osavampator,0.8,1.0,88,5,-0.19999999999999996
Fibrinogen,0.8,1.0,84,10,-0.19999999999999996
Orthosilicic acid,0.8,1.0,46,15,-0.19999999999999996
Internet outage,0.8,1.0,38,5,-0.19999999999999996
Engram (neuropsychology),0.8,1.0,54,5,-0.19999999999999996
Human food,0.8,1.0,58,5,-0.19999999999999996
Selective norepinephrine reuptake inhibitor,0.8,1.0,20,5,-0.19999999999999996
Phasianidae,0.8,1.0,28,5,-0.19999999999999996
Larry Price (politician),0.8,1.0,5,5,-0.19999999999999996
LGALS3BP,0.8,1.0,51,40,-0.19999999999999996
Hiragana,0.8,1.0,95,5,-0.19999999999999996
Laboratory equipment,0.8,1.0,0,5,-0.19999999999999996
Hookworm infection,0.8,1.0,89,5,-0.19999999999999996
Southern United States literature,0.8,1.0,69,5,-0.19999999999999996
Hematochezia,0.8,1.0,36,5,-0.19999999999999996
Spacing effect,0.8,1.0,38,5,-0.19999999999999996
Spatial memory,0.8,1.0,42,5,-0.19999999999999996
Hoeffding's inequality,0.8,1.0,82,5,-0.19999999999999996
Hemoglobin subunit beta,0.8,1.0,95,80,-0.19999999999999996
Phases of clinical research,0.8,1.0,46,5,-0.19999999999999996
Hemorrhagic gastroenteritis,0.8,1.0,24,15,-0.19999999999999996
Convex hull algorithms,0.8,1.0,49,5,-0.19999999999999996
Piperacillin,0.8,1.0,79,5,-0.19999999999999996
Clonal selection,0.8,1.0,27,25,-0.19999999999999996
Classic Six,0.8,1.0,55,5,-0.19999999999999996
Lawrence Weed,0.8,1.0,94,5,-0.19999999999999996
Phytogeography,0.8,1.0,48,5,-0.19999999999999996
Mnemonics in trigonometry,0.8,1.0,83,5,-0.19999999999999996
Chocolate bloom,0.8,1.0,100,5,-0.19999999999999996
Phosphorus cycle,0.8,1.0,58,5,-0.19999999999999996
Mnemonic major system,0.8,1.0,85,15,-0.19999999999999996
Histamine receptor,0.8,1.0,12,15,-0.19999999999999996
Phylogenetics,0.8,1.0,93,55,-0.19999999999999996
Mycobacterium tuberculosis,0.8,1.0,0,5,-0.19999999999999996
Relic'ing,0.8,1.0,94,5,-0.19999999999999996
Pneumococcal infection,0.8,1.0,93,90,-0.19999999999999996
Kwashiorkor,0.8,1.0,30,20,-0.19999999999999996
Snake venom,0.8,1.0,86,25,-0.19999999999999996
Potentilla,0.6,0.8,7,5,-0.20000000000000007
Hermes (spacecraft),0.6,0.8,64,5,-0.20000000000000007
Focke-Wulf Volksjäger,0.6,0.8,26,5,-0.20000000000000007
Flow-based generative model,0.6,0.8,40,5,-0.20000000000000007
Flint corn,0.6,0.8,11,5,-0.20000000000000007
Index of DOS games (G),0.6,0.8,54,30,-0.20000000000000007
Pneumonia,0.6,0.8,75,40,-0.20000000000000007
List of extinct bird species since 1500,0.6,0.8,41,5,-0.20000000000000007
Fingerprint (computing),0.6,0.8,89,5,-0.20000000000000007
Pimecrolimus,0.6,0.8,101,25,-0.20000000000000007
Yips,0.6,0.8,73,10,-0.20000000000000007
List of equipment of the Turkish Land Forces,0.6,0.8,42,10,-0.20000000000000007
Philippines men's national basketball team results,0.6,0.8,86,5,-0.20000000000000007
Orville Gibson,0.6,0.8,22,5,-0.20000000000000007
Pi-stacking,0.6,0.8,54,5,-0.20000000000000007
Racism in Ukraine,0.6,0.8,83,5,-0.20000000000000007
Apache ZooKeeper,0.6,0.8,98,5,-0.20000000000000007
Phosphine,0.6,0.8,62,15,-0.20000000000000007
1978 smallpox outbreak in the United Kingdom,0.6,0.8,91,95,-0.20000000000000007
Radafaxine,0.6,0.8,17,5,-0.20000000000000007
Feline idiopathic cystitis,0.6,0.8,85,25,-0.20000000000000007
ZW sex-determination system,0.6,0.8,92,10,-0.20000000000000007
Fecal microbiota transplant,0.6,0.8,91,5,-0.20000000000000007
Hexahydrocannabinol,0.6,0.8,65,15,-0.20000000000000007
Hereditary fructose intolerance,0.6,0.8,74,15,-0.20000000000000007
Hadamar killing centre,0.6,0.8,92,5,-0.20000000000000007
Valinomycin,0.6,0.8,32,25,-0.20000000000000007
Apollo (spacecraft),0.6,0.8,87,5,-0.20000000000000007
Animal trial,0.6,0.8,27,5,-0.20000000000000007
Fungal keratitis,0.6,0.8,14,5,-0.20000000000000007
Anion gap,0.6,0.8,92,5,-0.20000000000000007
HIV/AIDS in the Philippines,0.6,0.8,23,10,-0.20000000000000007
Pyrococcus furiosus,0.6,0.8,56,45,-0.20000000000000007
Hmong writing,0.6,0.8,92,15,-0.20000000000000007
Fucus vesiculosus,0.6,0.8,77,5,-0.20000000000000007
Free-space path loss,0.6,0.8,16,5,-0.20000000000000007
2009 Fort Hood shooting,0.6,0.8,73,5,-0.20000000000000007
